LATITUDE;LONGITUDE;PADRAO;CHURRASQUEIRA;PISCINA;PLAYGROUND;PORTARIA;SALAO_FESTAS;QUADRA_POLIESPORTIVA;VAGAS_GARAGEM;BANHEIROS;QUARTOS;AREA;VALOR
-23.50;-46.57;2;0;0;0;1;0;0;2;0;3;66.4;300000
-23.50;-46.57;2;1;1;1;1;0;1;1;0;2;47.94;280000
-23.50;-46.57;2;1;1;1;1;1;1;2;1;3;66.4;300000
-23.50;-46.57;2;0;1;0;1;1;0;1;0;0;47.84;260000
-23.50;-46.58;2;1;1;1;1;1;1;3;3;3;140.69;650000
-23.50;-46.58;2;1;1;1;1;1;0;4;3;3;115.73;750000
-23.45;-46.56;2;1;1;1;1;1;0;2;0;0;115.73;715000
-23.50;-46.58;2;1;1;1;1;1;0;2;1;3;78.88;500000
-23.50;-46.58;2;0;0;0;1;0;0;1;0;0;65.17;340000
-23.50;-46.58;2;1;1;1;1;1;0;1;0;2;50.98;310000
-23.50;-46.58;2;1;1;1;1;1;0;2;1;3;78.88;500000
-23.50;-46.58;2;1;1;1;1;1;1;3;3;3;130.16;995000
-23.50;-46.58;2;1;1;1;1;1;1;2;3;0;135.7;850000
-23.50;-46.58;2;1;1;1;1;1;1;1;1;2;68.95;375000
-23.50;-46.58;2;1;1;1;1;1;0;1;1;2;68.95;350000
-23.50;-46.58;2;1;1;1;1;1;1;1;1;2;68.95;400000
-23.50;-46.58;2;1;1;1;1;1;1;2;1;3;86.25;625000
-23.50;-46.58;2;1;1;0;1;1;1;1;1;2;68.95;358000
-23.50;-46.58;2;0;0;1;0;1;1;1;1;3;68.95;451000
-23.50;-46.58;2;1;1;1;1;1;0;1;0;2;68.95;365000
-23.50;-46.58;2;1;1;1;1;1;1;1;0;2;68.95;363000
-23.50;-46.58;2;1;1;1;1;1;1;2;1;3;86.25;545000
-23.49;-46.58;2;1;1;1;1;1;0;1;1;2;55.03;298000
-23.49;-46.58;2;1;1;1;1;1;1;1;0;2;55.03;320000
-23.49;-46.58;2;1;1;1;1;1;0;1;1;2;69.56;480000
-23.49;-46.58;2;1;1;1;1;1;0;1;1;2;69.56;480000
-23.49;-46.58;2;1;1;1;1;1;1;1;1;2;55.03;280000
-23.48;-46.56;1;0;0;0;0;0;0;0;0;3;52.18;198000
-23.48;-46.56;1;0;0;0;0;0;1;1;0;2;52.18;187000
-23.48;-46.56;2;0;0;0;1;0;0;0;0;2;52.18;200000
-23.50;-46.57;2;1;1;1;1;1;1;1;0;2;52.44;300000
-23.50;-46.57;1;1;1;1;1;1;1;1;1;3;61.29;300000
-23.50;-46.57;2;1;1;1;1;1;1;1;1;3;61.29;340000
-23.50;-46.57;2;1;1;1;1;1;1;1;0;2;52.44;267000
-23.50;-46.57;2;1;1;1;1;1;1;1;1;3;61.29;339000
-23.50;-46.57;2;1;1;1;1;1;1;0;1;3;61.29;415000
-23.50;-46.57;2;0;1;1;0;1;1;1;0;3;61.29;310000
-23.50;-46.57;2;1;1;1;1;1;1;1;0;2;54;352000
-23.48;-46.56;1;0;0;0;0;0;0;1;0;3;52.18;175000
-23.65;-46.71;2;0;0;0;0;0;0;0;0;2;52.18;215000
-23.48;-46.56;2;0;0;0;1;0;0;1;0;0;52.18;180000
-23.48;-46.56;1;0;0;0;1;0;0;0;0;2;52.18;220000
-23.48;-46.56;1;0;0;0;1;0;0;0;0;2;52.18;220000
-23.48;-46.56;1;0;0;0;0;0;0;1;0;2;52.18;198000
-23.48;-46.56;1;0;0;0;0;0;0;0;0;2;52.18;176000
-23.48;-46.56;1;0;0;0;0;0;0;0;0;2;52.18;220000
-23.48;-46.56;2;0;0;0;0;0;0;0;0;2;52.18;170000
-23.48;-46.56;1;0;0;0;0;0;0;0;0;2;52.18;212000
-23.52;-46.58;2;1;0;1;1;1;1;1;0;2;48.48;225000
-23.52;-46.58;2;1;0;1;1;1;1;1;0;3;60.06;278000
-23.52;-46.58;2;1;0;0;1;1;1;1;0;2;48.48;222000
-23.52;-46.58;2;1;0;0;0;1;1;1;0;2;48.48;215000
-23.52;-46.58;2;1;0;1;1;1;0;100;0;2;48.48;225000
-23.52;-46.58;2;1;0;1;1;1;0;1;0;2;48.48;225000
-23.52;-46.58;2;1;0;1;1;1;1;1;0;2;48.48;195000
-23.54;-46.71;2;1;1;1;1;1;1;1;0;3;60.06;290000
-23.52;-46.58;2;1;0;1;1;1;1;1;0;2;47.01;220000
-23.51;-46.58;2;1;0;1;0;1;1;1;0;2;48.48;261000
-23.52;-46.58;2;1;0;1;1;1;0;1;0;2;48.48;225000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;2;46.47;247000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;2;49.48;280000
-23.51;-46.56;2;1;1;1;0;1;1;1;0;2;46.47;227000
-23.51;-46.56;2;1;1;1;0;1;1;1;0;2;46.7;262000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;0;46.47;217000
-23.52;-46.56;2;1;1;1;1;1;0;1;1;3;65.09;330000
-23.51;-46.56;2;1;1;1;1;1;1;1;1;3;65.09;300000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;2;51.46;280000
-23.51;-46.56;2;1;1;1;1;1;0;1;1;2;55.14;340000
-23.51;-46.56;2;1;0;0;1;0;0;1;1;2;55.14;300000
-23.51;-46.56;2;1;1;1;1;1;1;1;1;2;65.09;315000
-23.52;-46.56;2;1;0;1;1;1;0;1;0;2;54.18;300000
-23.52;-46.56;2;1;0;1;1;1;0;1;0;2;55.28;238268
-23.52;-46.56;2;1;1;1;0;1;0;1;0;0;65.68;336000
-23.52;-46.56;2;1;1;1;1;1;0;1;1;3;61.29;290000
-23.52;-46.56;2;1;1;1;1;1;1;1;1;3;61.29;381000
-23.51;-46.56;2;1;1;1;1;1;1;1;1;3;66.8;370000
-23.51;-46.56;2;1;1;1;1;1;0;1;0;2;49.5;270000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;0;58.21;305000
-23.51;-46.58;2;0;1;1;1;1;1;1;1;2;58.21;288500
-23.85;-46.95;2;1;1;1;1;1;1;1;1;3;62.37;305000
-23.51;-46.56;2;1;1;1;1;1;1;1;1;3;62.37;350000
-23.51;-46.56;2;1;1;1;1;1;1;1;0;2;46.95;233000
-23.51;-46.56;2;1;1;1;1;1;0;1;0;2;52.12;240000
-23.51;-46.56;2;1;1;1;1;1;1;1;1;3;68.58;280000
-23.51;-46.56;2;1;1;1;0;1;0;1;1;3;68.58;300000
-23.49;-46.59;2;0;1;0;0;1;0;1;0;2;50.38;255000
-23.49;-46.59;2;0;0;0;0;1;0;1;1;3;72.14;211000
-23.49;-46.59;2;0;1;0;1;1;1;1;1;3;72.14;340000
-23.49;-46.59;2;1;1;1;1;1;1;1;1;2;60.65;380000
-23.49;-46.59;2;1;1;1;1;1;0;2;1;3;83.16;600000
-23.49;-46.59;2;1;1;1;1;1;1;1;1;2;72.48;500000
-23.49;-46.59;2;1;1;0;1;1;0;2;1;2;63.24;514000
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;62.56;415000
-23.49;-46.59;2;1;1;1;1;1;1;1;1;3;72.14;355000
-23.49;-46.59;2;1;1;1;1;1;0;1;0;2;60.65;325000
-23.49;-46.59;2;0;0;0;1;0;0;1;1;2;74.06;300000
-23.39;-46.59;2;1;1;1;1;1;0;1;1;2;62.56;390000
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;60.53;360000
-23.81;-46.99;2;1;1;1;1;1;0;1;0;2;60.43;415000
-23.81;-46.98;2;1;1;1;1;1;1;1;1;2;62.56;385000
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;60.53;505000
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;60.53;430000
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;64.08;460000
-23.48;-46.59;2;1;1;1;1;1;1;1;1;2;60.53;401049
-23.48;-46.59;2;1;1;1;1;1;0;1;1;2;60.53;452000
-23.49;-46.59;2;1;1;1;1;1;1;1;1;2;68;280000
-23.48;-46.59;2;0;0;0;0;0;0;0;1;2;66.76;275000
-23.48;-46.58;2;1;0;1;1;1;1;1;0;2;46.37;240000
-23.48;-46.58;2;0;0;0;1;1;1;1;0;2;47.94;268000
-23.48;-46.59;2;0;0;0;0;0;0;1;1;3;77;300000
-23.48;-46.58;2;0;0;0;0;0;0;0;0;2;108;292000
-23.48;-46.58;2;1;1;1;1;1;1;1;0;2;52.58;326000
-23.47;-46.58;2;0;0;0;1;1;1;1;0;2;37.9;215000
-23.47;-46.58;2;0;0;0;0;0;0;1;0;0;37.2;200000
-23.47;-46.58;2;0;0;0;0;0;0;1;0;1;37.2;200000
-23.48;-46.58;2;0;0;0;1;0;0;1;1;3;53.15;316000
-23.48;-46.58;2;1;0;1;1;1;0;1;1;2;59.5;325000
-23.48;-46.58;2;1;0;1;1;1;1;1;1;2;57.5;320000
-23.48;-46.58;1;1;0;1;1;1;0;1;1;2;57.5;330000
-23.48;-46.58;2;1;1;1;1;1;0;1;0;2;63.33;300000
-23.47;-46.58;1;1;1;1;1;1;0;1;1;2;52.82;290000
-23.47;-46.57;2;1;0;1;1;1;0;1;1;2;49.26;235000
-23.47;-46.57;1;1;0;1;1;0;0;1;1;2;49.26;247000
-23.47;-46.57;2;1;0;1;1;0;0;1;0;2;83.16;240000
-23.47;-46.57;2;1;0;1;1;0;0;1;1;2;49.26;237000
-23.47;-46.57;2;1;0;1;0;0;0;1;0;2;43.26;225000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;43.26;230000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;43.26;213000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;43.26;225000
-23.47;-46.57;1;1;0;1;1;0;0;1;1;2;49.26;240000
-23.80;-46.96;2;1;0;0;1;0;0;1;1;2;49.26;240000
-23.60;-46.93;2;1;0;1;1;0;0;1;0;2;43.26;223000
-23.47;-46.57;1;1;0;1;1;0;0;1;1;2;49.26;240000
-23.47;-46.57;1;1;0;1;1;0;0;1;1;2;49.26;240000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;43.26;224500
-23.47;-46.57;1;1;0;1;0;0;0;0;1;0;34.66;187000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;43.26;240000
-23.80;-46.96;2;1;0;1;1;0;0;1;0;2;43.26;235000
-23.47;-46.57;2;0;0;0;0;0;0;1;0;2;43.26;240000
-23.47;-46.57;2;1;0;0;1;0;0;1;0;2;43.26;242000
-23.52;-46.40;2;1;0;1;1;1;0;1;0;2;43.26;240000
-23.47;-46.57;1;1;0;1;1;0;0;1;0;2;49.26;250000
-23.47;-46.57;2;1;0;1;1;0;0;1;1;2;49.26;240000
-23.47;-46.57;1;1;0;1;1;0;0;1;1;2;49.26;240000
-23.47;-46.57;2;1;0;0;1;0;0;1;1;2;49.26;230000
-23.47;-46.57;2;1;0;1;1;1;0;1;1;2;49.26;240000
-23.47;-46.57;2;1;0;1;1;0;0;1;0;2;43.26;237000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;260000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;49.7;290000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;3;59.9;330000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;49.8;310000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;3;59.9;360000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;49.7;311000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;295000
-23.47;-46.57;1;1;1;1;1;1;1;1;0;2;49.7;283000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.5;255000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;290000
-23.80;-46.95;2;1;1;1;1;1;1;1;0;2;45.4;225000
-23.47;-46.57;1;1;1;1;1;1;1;;1;2;59.9;307000
-23.47;-46.57;1;1;1;1;1;1;0;1;0;2;45.5;270000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.5;255000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;89.36;310000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.5;270000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.5;300000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;49.7;300000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;2;59.9;331000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;1;49.8;285000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;3;59.9;280000
-23.47;-46.57;2;1;0;1;1;1;0;1;0;2;45.5;270000
-23.47;-46.57;1;0;1;1;1;1;1;1;0;2;45.5;260000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.5;300000
-23.47;-46.57;2;1;1;1;1;0;0;1;1;3;59.9;356000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;49.8;268000
-23.47;-46.57;2;1;1;1;1;1;0;1;1;2;59.9;305000
-23.47;-46.57;2;1;1;1;1;1;0;1;1;2;45.4;232000
-23.47;-46.57;2;1;1;1;1;1;0;1;1;3;59.9;330000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;270000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;49.7;255000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.4;270000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.5;267000
-23.47;-46.57;2;1;1;1;1;1;0;1;1;3;59.9;300000
-23.47;-46.57;2;1;0;1;1;1;1;1;0;2;45.5;250000
-23.47;-46.57;1;1;1;1;1;0;0;1;0;2;45.5;230000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;49.8;279000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.5;280000
-23.47;-46.57;1;1;1;1;1;1;0;1;0;2;45.4;265000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;1;45.5;260000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;48.8;280000
-23.47;-46.57;1;1;1;1;1;1;1;1;0;2;45.4;263000
-23.47;-46.57;1;1;1;1;1;1;1;1;0;2;48.8;260000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;3;59.9;330000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.5;235000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;249000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;261000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;0;49.7;262000
-23.47;-46.57;1;1;1;1;1;1;0;1;1;3;59.9;350000
-23.47;-46.57;2;1;1;1;1;1;1;1;1;2;59.9;264000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;234000
-23.47;-46.57;2;1;1;1;1;1;0;1;1;3;59.9;315000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;45.4;270000
-23.47;-46.57;2;1;0;1;1;1;0;1;0;2;45.5;270000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.4;245000
-23.47;-46.57;2;1;1;1;1;1;0;1;0;2;45.4;240000
-23.47;-46.57;1;0;0;0;0;0;0;0;0;1;33.68;190000
-23.47;-46.57;2;1;0;1;1;1;0;1;1;2;51.7;255000
-23.47;-46.57;2;1;1;1;1;1;1;0;0;2;50;290000
-23.47;-46.57;2;1;1;1;1;1;1;1;0;2;50;257871
-23.47;-46.56;2;1;1;1;1;1;0;1;0;2;50;240000
-23.48;-46.60;2;1;0;0;0;0;0;0;0;2;39.73;265000
-23.48;-46.60;2;1;1;1;1;0;1;2;1;3;100.79;750000
-23.49;-46.61;2;0;0;0;0;0;0;1;0;1;32.02;245000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;2;63.2;551000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;2;63.2;565000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;3;80.38;600000
-23.48;-46.60;2;0;1;0;1;1;1;2;1;3;74.02;515000
-23.48;-46.60;2;1;1;1;0;1;1;2;1;3;74.02;520000
-23.49;-46.60;2;1;1;1;1;1;1;2;0;0;87.35;650000
-23.49;-46.59;2;1;0;1;1;1;0;1;1;2;56.44;360000
-23.49;-46.60;2;1;0;1;1;1;0;2;1;2;57.34;409000
-23.49;-46.61;2;1;1;1;1;1;1;2;1;3;108.52;750000
-23.49;-46.60;2;1;1;1;0;1;1;2;1;2;57.34;415000
-23.49;-46.60;2;1;1;1;1;1;1;2;1;3;108.52;940000
-23.48;-46.60;2;1;0;1;1;1;1;2;1;3;85.28;614000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;86.42;675000
-23.49;-46.60;2;1;1;1;1;1;0;1;1;2;66.15;390000
-23.49;-46.60;2;1;1;1;1;1;1;1;1;2;66.15;400000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;75.57;496000
-23.48;-46.60;2;1;1;1;1;1;0;1;0;2;49;385300
-23.48;-46.60;2;1;1;1;0;1;0;2;1;2;75.57;496000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;3;75.57;500000
-23.48;-46.60;2;0;0;0;0;0;0;1;0;2;40;310000
-23.48;-46.60;2;0;0;0;0;0;0;0;0;2;45.54;273000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;75.57;530000
-23.48;-46.60;2;1;1;0;1;1;0;2;1;3;75.57;530000
-23.68;-46.59;2;1;1;1;1;1;0;2;1;3;75.57;600000
-23.48;-46.60;2;1;1;0;1;1;0;2;0;2;75.57;450000
-23.48;-46.60;2;1;1;1;0;1;0;2;1;2;75.57;496000
-23.48;-46.60;2;1;0;0;1;1;0;1;0;2;61.67;410000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;82.08;515000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;82.08;550000
-23.48;-46.60;2;0;0;0;0;0;0;2;0;0;82.08;530000
-23.48;-46.60;2;1;1;1;1;1;1;2;1;3;78.47;555000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;3;82.08;595000
-23.48;-46.60;2;0;0;0;0;0;0;2;1;3;82.09;596000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;61.96;435000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;2;61.96;435000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;2;50.75;305000
-23.48;-46.60;2;1;1;1;1;1;0;1;0;2;50.75;327000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;3;67.08;476000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;2;50.75;318000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;2;50.75;330000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;0;67.08;350000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;0;67.08;415000
-23.48;-46.60;2;1;1;1;1;1;0;1;0;0;67.08;415000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;3;67.08;433000
-23.48;-46.60;2;1;1;0;1;1;1;1;0;2;50.75;350000
-23.48;-46.60;2;1;1;1;1;1;1;1;1;3;67.08;411000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;2;67.08;436000
-23.48;-46.60;2;1;1;0;1;1;0;1;1;2;58.42;352000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;61.96;420000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;61.96;413000
-23.48;-46.60;2;1;1;0;1;1;0;1;1;2;61.96;390000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;61.96;390000
-23.48;-46.60;2;1;1;1;1;1;0;2;1;2;58.42;420000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;58.42;445000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;58.42;358000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;2;61.96;365000
-23.48;-46.60;2;1;1;1;1;1;1;1;0;2;89.62;334000
-23.48;-46.60;2;1;1;1;1;1;0;1;1;3;67.08;449000
-23.48;-46.60;2;1;1;0;1;1;0;2;1;2;61.96;415000
-23.48;-46.60;2;0;0;0;1;1;0;2;0;0;46.66;280000
-23.48;-46.60;2;1;0;0;0;1;0;1;0;2;46.67;260000
-23.48;-46.60;2;1;0;0;1;1;0;0;0;2;46.66;230000
-23.48;-46.60;2;1;0;0;1;1;0;1;0;2;46.67;260000
-23.48;-46.60;2;0;0;0;1;1;0;1;0;2;46.67;260000
-23.48;-46.60;2;1;0;0;1;1;0;1;0;2;46.67;238000
-23.48;-46.60;2;1;0;1;1;1;0;1;0;2;46.67;252000
-23.80;-46.00;2;0;1;1;1;1;0;1;0;2;52.3;322000
-23.48;-46.59;2;1;1;1;1;1;0;1;0;2;58.28;297000
-23.48;-46.59;2;1;1;1;0;1;1;1;0;2;58.28;330000
-23.48;-46.59;2;1;1;1;1;1;1;1;0;2;58.28;277000
-23.47;-46.59;2;1;1;1;1;1;1;1;0;2;58.56;282000
-23.47;-46.59;2;0;0;0;0;0;0;3;1;3;94.81;590000
-23.47;-46.59;2;1;0;1;1;1;0;2;1;3;79.35;500000
-23.47;-46.59;2;0;1;1;1;1;0;1;0;2;64.85;344000
-23.80;-46.99;2;1;1;1;1;1;0;1;1;3;66;360000
-23.47;-46.58;2;0;0;1;1;0;0;0;0;2;59.75;223000
-23.47;-46.58;1;1;0;1;1;1;1;1;0;2;61.26;270000
-23.46;-46.57;2;1;1;1;1;1;1;1;1;3;66.37;385000
-23.46;-46.57;2;0;0;0;0;0;0;1;0;2;45;200000
-23.46;-46.57;1;1;1;1;1;1;0;1;1;2;53;225000
-23.46;-46.57;1;1;1;1;1;1;1;1;1;3;66.37;321277
-23.46;-46.57;2;0;0;0;0;0;0;0;0;2;70.16;215000
-23.46;-46.57;1;1;0;1;1;1;1;0;0;2;44.87;210000
-23.46;-46.57;2;1;1;1;1;1;0;1;1;2;53;296000
-23.46;-46.57;2;1;1;1;1;1;1;1;0;2;53;225000
-23.46;-46.57;1;1;0;1;1;0;0;0;0;2;42.21;172500
-23.48;-46.60;1;0;0;0;0;0;0;0;0;2;85;301000
-23.48;-46.60;2;0;1;1;1;1;1;1;0;2;57.3;378000
-23.47;-46.59;2;1;1;1;1;1;0;1;1;2;65.12;350000
-23.46;-46.59;2;0;0;1;1;1;1;1;0;2;53.14;301000
-23.46;-46.59;2;0;0;0;0;0;0;1;0;2;38.5;220000
-23.46;-46.59;2;0;0;0;0;0;0;0;0;2;38.5;210000
-23.46;-46.59;2;0;0;0;0;0;0;0;0;2;38.5;210000
-23.46;-46.59;2;0;0;0;1;0;0;1;1;2;43.2;271703
-23.46;-46.59;2;0;0;0;0;0;0;1;0;2;43.2;259681
-23.46;-46.59;2;0;0;0;0;0;0;1;0;2;46.23;276000
-23.46;-46.59;2;0;0;0;0;0;0;0;0;2;43.2;189000
-23.47;-46.59;2;0;0;0;0;0;0;1;0;2;38.03;239300
-23.46;-46.58;2;1;1;1;1;1;1;1;0;2;56.62;240000
-23.72;-46.53;2;1;0;1;0;1;0;1;0;3;74.7;282000
-23.46;-46.58;2;0;0;0;1;0;0;1;0;2;74.7;256100
-23.46;-46.58;2;0;0;1;0;1;0;0;0;3;74.7;300000
-23.46;-46.58;2;1;1;1;1;1;0;1;0;2;56.62;310000
-23.46;-46.58;1;0;0;0;1;0;0;0;0;2;74.7;236000
-23.46;-46.58;1;0;0;1;1;1;1;0;0;2;61.42;238000
-23.46;-46.58;2;0;0;0;1;0;0;0;0;3;74.7;301000
-23.46;-46.58;2;0;0;0;0;1;0;1;0;2;55.6;227000
-23.46;-46.58;2;0;0;0;1;0;0;1;0;2;55.6;240000
-23.46;-46.58;2;0;0;0;1;0;0;1;0;2;55.6;235000
-23.46;-46.58;2;1;0;1;1;1;0;1;0;2;56;269000
-23.45;-46.58;2;1;0;1;1;1;0;1;0;2;61.42;193000
-23.45;-46.58;2;0;0;0;1;0;0;0;0;2;61.42;243000
-23.45;-46.58;2;0;0;0;1;0;0;0;0;2;61.42;243000
-23.45;-46.58;2;0;0;1;1;1;0;0;0;2;61.42;215000
-23.46;-46.58;1;1;0;0;0;0;1;1;0;2;61.42;250000
-23.46;-46.58;1;0;0;0;1;0;0;1;0;2;61.42;200000
-23.46;-46.58;1;0;0;0;1;0;0;1;0;2;61.42;210000
-23.42;-46.58;2;1;1;1;1;1;1;1;0;2;51.11;190000
-23.41;-46.58;2;1;1;1;1;1;0;1;0;2;51.11;213000
-23.41;-46.58;1;1;1;1;1;1;1;1;0;2;51.11;228000
-23.42;-46.58;2;1;1;1;1;1;0;1;0;2;51.11;260000
-23.41;-46.58;2;1;1;1;1;1;1;1;0;2;49.76;205000
-23.42;-46.58;2;0;1;1;1;1;0;1;0;2;49.76;225000
-23.41;-46.58;2;1;1;1;1;1;1;1;0;2;51.11;215000
-23.41;-46.58;2;0;1;1;1;1;1;1;0;2;49.76;220000
-23.42;-46.58;1;1;1;1;0;1;1;1;0;2;49.76;215000
-23.41;-46.58;1;1;1;1;1;1;1;1;0;2;51.11;159000
-23.41;-46.58;2;1;1;1;1;1;1;1;0;2;49.76;225000
-23.41;-46.58;2;1;1;1;0;1;1;1;0;2;49.76;225000
-23.41;-46.58;2;1;1;1;1;1;1;1;0;2;51.11;217398
-23.41;-46.58;2;1;0;1;0;1;0;1;0;2;49.76;220000
-23.41;-46.58;1;1;1;1;1;0;0;1;0;2;51.11;265000
-23.41;-46.58;1;1;1;1;1;1;1;1;0;2;51.11;210000
-23.41;-46.58;2;1;1;1;1;1;0;0;0;2;51.11;235000
-23.42;-46.58;2;1;1;1;1;1;0;1;0;2;51.11;230000
-23.68;-46.59;2;1;1;1;1;1;1;1;0;2;51.11;225000
-23.68;-46.59;2;1;1;1;1;1;1;1;0;2;49.76;225000
-23.68;-46.59;2;1;1;1;1;1;1;1;0;2;51.11;225000
-23.68;-46.59;2;1;1;1;1;1;1;1;0;2;51.11;225000
-23.41;-46.58;1;1;1;1;1;1;1;1;0;2;49.76;225000
-23.41;-46.58;2;1;1;1;1;1;1;1;0;2;49.76;210000
-23.57;-46.64;2;0;0;0;0;0;0;1;0;2;49.76;220000
-23.41;-46.58;2;1;0;1;1;1;1;1;0;2;49.1;197000
-23.41;-46.58;2;1;0;1;1;1;1;1;0;2;49.1;197000
-23.48;-46.61;2;0;0;1;1;1;0;2;1;3;105.5;642000
-23.48;-46.61;2;1;1;1;1;1;1;1;1;3;175.47;950000
-23.48;-46.61;2;0;0;0;0;0;0;1;0;0;46.22;350000
-23.48;-46.61;2;1;0;1;0;1;0;2;1;3;115.98;638000
-23.48;-46.60;2;0;0;0;0;0;0;1;0;1;37.9;225000
-23.48;-46.60;2;0;0;0;0;0;0;1;0;1;37.9;225000
-23.48;-46.60;2;0;1;1;1;1;1;1;1;2;82.84;350000
-23.48;-46.61;2;1;1;1;1;1;0;1;0;1;43.92;300000
-23.48;-46.61;2;1;1;0;1;1;0;1;0;1;47.15;285000
-23.47;-46.60;2;1;1;1;1;1;1;1;1;2;81.74;550000
-23.47;-46.60;2;1;1;1;1;1;0;2;1;2;107.21;555500
-23.46;-46.60;2;0;0;0;0;0;0;0;1;3;86.78;305000
-23.47;-46.60;2;0;0;0;1;0;0;1;1;3;117.51;460000
-23.47;-46.60;2;1;1;0;1;1;0;1;0;2;54;274000
-23.47;-46.60;2;0;0;1;0;1;0;1;0;2;49.95;350000
-23.47;-46.60;2;0;0;1;0;1;0;1;0;2;49.95;350000
-23.47;-46.60;2;0;0;0;1;1;0;1;0;2;54.16;290000
-23.47;-46.60;2;0;0;0;1;1;0;2;1;3;66.11;450000
-23.47;-46.60;2;1;0;1;1;1;0;2;1;2;83.48;430000
-23.47;-46.60;2;1;1;1;1;1;0;1;0;2;57.06;310000
-23.47;-46.60;2;1;1;1;1;1;0;2;1;3;82.11;500000
