LATITUDE;LONGITUDE;PADRAO;CHURRASQUEIRA;PISCINA;PLAYGROUND;PORTARIA;SALAO_FESTAS;QUADRA_POLIESPORTIVA;VAGAS_GARAGEM;BANHEIROS;QUARTOS;AREA;VALOR
-23.60;-46.61;2;1;1;1;1;1;1;2;1;2;67.81;650000
-23.59;-46.61;2;1;1;1;1;1;1;2;1;2;67.81;535000
-23.60;-46.61;2;1;1;1;1;1;1;2;1;2;67.81;635000
-23.60;-46.61;2;0;1;0;1;1;0;2;1;3;83.49;570000
-23.60;-46.61;2;1;1;1;1;1;0;2;1;3;94.57;830500
-23.60;-46.61;2;1;1;1;1;1;0;1;1;2;67.25;590000
-23.60;-46.60;2;1;1;1;1;1;0;1;1;2;65.23;500000
-23.59;-46.60;2;0;0;0;0;0;0;0;0;2;54.5;177500
-23.59;-46.60;2;1;1;1;1;1;1;2;1;3;79.44;562000
-23.59;-46.60;2;0;0;0;1;0;0;0;0;2;54.5;170000
-23.60;-46.60;2;0;0;0;0;0;0;0;0;3;78.65;330000
-23.60;-46.60;2;1;1;1;1;1;0;1;1;2;52.54;380000
-23.60;-46.60;2;0;0;0;1;1;0;1;0;2;52.05;370000
-23.60;-46.60;2;0;1;0;1;1;0;1;0;2;50.55;283000
-23.60;-46.60;2;0;1;0;1;1;0;1;0;2;50.55;283000
-23.60;-46.60;2;1;1;0;1;1;1;2;1;3;69.24;505000
-23.60;-46.60;2;1;1;1;1;1;0;2;1;3;69.24;520000
-23.60;-46.60;2;0;1;0;1;1;0;1;0;2;50.55;275000
-23.60;-46.60;2;0;0;0;1;1;0;1;0;2;64.66;315000
-23.60;-46.61;2;1;1;1;1;1;0;1;1;2;53.03;365000
-23.60;-46.61;2;1;1;1;1;1;1;1;1;2;63;500000
-23.60;-46.61;2;1;1;1;1;1;0;2;1;2;63;545000
-23.60;-46.61;2;1;1;1;1;1;0;1;1;2;63;485000
-23.60;-46.60;2;1;0;0;1;1;1;1;0;2;64.57;270000
-23.60;-46.60;2;1;0;1;1;1;0;1;0;2;69.3;342000
-23.60;-46.60;1;1;0;0;1;1;0;1;0;2;69.3;402000
-23.60;-46.60;2;1;0;1;1;1;0;1;0;2;69.3;380000
-23.60;-46.60;2;1;0;0;1;1;1;1;0;2;64.57;275000
-23.60;-46.60;2;1;0;0;1;1;0;1;0;2;69.3;398000
-23.60;-46.60;2;1;1;1;1;1;0;1;1;2;57.01;390000
-23.60;-46.60;2;1;0;1;1;1;0;1;1;2;49.75;350000
-23.60;-46.60;2;1;1;0;1;1;1;2;1;3;69.05;427531
-23.60;-46.60;2;1;0;0;1;1;0;1;1;2;49.75;310000
-23.60;-46.60;2;1;0;0;0;1;0;1;1;2;49.75;390000
-23.60;-46.60;2;1;1;1;1;1;1;1;1;3;69.05;423000
-23.60;-46.60;2;1;0;0;0;1;0;1;1;2;49.75;390000
-23.61;-46.62;2;1;1;1;1;1;0;2;1;3;76.01;530000
-23.61;-46.60;2;1;1;1;1;1;1;1;1;3;76.01;597000
-23.60;-46.60;2;1;0;0;1;1;0;2;1;3;121.07;657000
-23.61;-46.60;2;0;0;1;0;1;0;1;0;2;48.01;272000
-23.61;-46.60;2;1;1;0;1;1;1;2;1;3;121.03;469000
-23.61;-46.60;2;0;0;1;1;1;0;2;1;2;121.3;552300
-23.61;-46.60;2;0;0;1;1;1;0;2;1;2;89;610000
-23.61;-46.60;2;1;1;1;1;1;0;2;1;3;72.34;437000
-23.60;-46.60;2;0;0;0;1;0;0;1;1;2;60.19;250000
-23.60;-46.60;2;1;1;1;1;1;1;1;1;2;55.5;360000
-23.60;-46.60;2;0;0;0;1;0;0;1;0;0;60.19;255000
-23.61;-46.61;2;0;0;0;1;1;0;1;0;1;40.2;280000
-23.61;-46.61;2;0;0;0;1;0;0;1;1;1;39;262000
-23.60;-46.61;2;1;1;1;1;1;1;1;1;3;80.27;563000
-23.61;-46.61;2;1;1;1;1;1;1;2;1;3;180.82;725000
-23.61;-46.61;2;1;1;1;1;1;1;1;1;2;80.27;600000
-23.60;-46.61;2;1;1;1;1;1;1;1;1;2;80.27;555000
-23.60;-46.61;2;1;1;1;1;1;1;1;1;3;80.27;740000
-23.60;-46.61;2;1;1;1;1;1;1;1;1;2;68.44;497000
-23.60;-46.61;2;0;1;1;0;1;0;2;1;2;106.25;537000
-23.56;-46.45;2;1;1;0;1;1;0;2;1;3;144.65;805000
-23.61;-46.61;2;1;1;1;1;1;0;2;1;3;201.2;980000
-23.60;-46.61;2;1;1;1;1;1;1;1;0;2;46.58;305000
-23.61;-46.61;2;0;0;0;1;1;0;1;0;2;65.46;243000
-23.61;-46.61;2;0;0;0;1;1;0;1;1;2;65.52;220000
-23.61;-46.61;2;0;0;1;1;1;1;1;0;2;65.52;270000
-23.61;-46.61;2;0;0;1;0;1;1;1;0;2;65.52;330000
-23.61;-46.61;1;0;0;0;1;0;0;1;0;2;50.58;201000
-23.61;-46.61;1;0;0;1;1;1;0;1;1;2;65.46;275000
-23.61;-46.61;2;0;0;1;1;0;0;1;0;2;50.57;230000
-23.61;-46.61;1;0;0;1;1;0;0;1;0;2;50.57;215000
-23.61;-46.61;1;0;0;1;1;0;0;1;0;2;50.57;215000
-23.61;-46.61;1;0;0;1;1;0;0;1;0;2;50.57;215000
-23.61;-46.61;2;0;0;0;1;0;0;0;0;2;50.57;180000
-23.61;-46.61;1;0;0;0;1;1;1;1;0;2;50.57;202000
-23.62;-46.61;2;1;1;1;1;1;1;1;1;2;62;500000
-23.62;-46.61;2;1;1;1;1;1;1;3;2;2;160.14;1100000
-23.62;-46.61;2;0;0;0;1;1;0;2;1;3;78.18;650000
-23.62;-46.61;2;0;0;0;1;1;0;2;1;3;78.18;650000
-23.62;-46.60;2;1;1;1;1;1;0;1;1;3;65.39;395000
-23.62;-46.60;2;1;1;1;1;1;0;1;1;3;65.39;395000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;3;71.92;355000
-23.62;-46.60;2;0;1;1;1;1;0;1;0;2;45.78;300000
-23.62;-46.60;2;0;1;0;1;1;1;2;1;3;69.66;461000
-23.62;-46.60;2;1;1;1;1;1;0;2;1;3;69.66;470000
-23.62;-46.60;2;1;1;1;1;1;1;2;1;3;69.66;445000
-23.61;-46.60;2;1;1;0;1;1;0;1;1;3;70.19;408000
-23.62;-46.60;2;1;1;1;1;1;1;2;1;3;94.41;560000
-23.61;-46.60;2;1;1;1;1;1;0;2;1;3;70.19;373000
-23.62;-46.60;2;1;1;1;1;1;1;1;0;2;52.94;300000
-23.62;-46.60;2;1;1;1;1;1;0;1;1;3;65.39;377000
-23.61;-46.60;2;0;1;1;1;0;0;0;0;2;58.8;309643
-23.61;-46.60;2;1;1;1;1;1;1;1;0;2;58.8;338534
-23.61;-46.60;2;0;1;1;1;1;0;1;1;3;84.79;674000
-23.62;-46.60;2;1;1;1;1;1;0;1;1;2;68.5;450000
-23.62;-46.60;2;0;1;0;1;1;0;1;0;2;63.45;317000
-23.62;-46.60;2;0;0;0;1;1;0;1;0;2;41.2;290000
-23.62;-46.60;2;0;1;0;1;1;0;1;0;2;63.45;322000
-23.62;-46.60;2;1;0;1;1;1;0;1;0;2;49.93;320000
-23.62;-46.60;2;1;0;1;0;1;0;1;0;2;49.93;264000
-23.62;-46.60;2;1;0;0;1;1;0;1;1;3;75.84;358000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;105.56;665000
-23.62;-46.60;2;1;1;1;1;1;1;1;0;0;105.28;394000
-23.62;-46.60;2;1;0;1;0;1;0;;0;0;65;330000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;65;390000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;65;400000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;3;74.33;445000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;3;151.09;522000
-23.62;-46.60;2;1;1;1;1;1;0;2;1;3;135.76;700000
-23.62;-46.60;2;1;1;1;1;1;0;1;1;2;69.02;499830
-23.62;-46.60;2;1;1;1;1;1;1;2;1;3;71;450000
-23.62;-46.60;2;1;1;1;1;1;1;2;1;2;63.01;475000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;3;60.1;400000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;60.1;350000
-23.62;-46.60;1;1;1;1;1;1;1;1;0;3;60.1;372000
-23.37;-46.36;2;1;1;1;1;1;1;1;1;1;53.21;340000
-23.63;-46.60;2;1;0;1;1;1;0;1;0;2;50.12;314000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;69.02;455500
-23.63;-46.60;2;1;1;1;1;1;1;1;0;2;46.29;202400
-23.63;-46.60;2;1;0;1;1;1;1;1;0;2;50.12;260000
-23.63;-46.60;2;1;0;1;1;1;0;1;0;2;50.12;220000
-23.62;-46.60;2;1;1;1;1;1;1;1;1;2;69.02;478000
-23.63;-46.60;2;1;0;1;1;1;1;0;0;2;50.12;254600
-23.62;-46.60;2;1;1;1;1;1;0;0;1;4;90.03;650000
-23.64;-46.60;2;0;0;0;1;1;0;1;0;2;47.82;260000
-23.63;-46.60;2;1;0;0;0;1;1;1;0;2;50.12;235000
-23.63;-46.60;1;1;1;1;1;1;1;0;0;2;46.29;212000
-23.62;-46.60;1;1;1;1;1;1;1;1;0;2;46.29;250000
-23.62;-46.60;2;1;0;1;1;1;1;2;1;2;53.21;385000
-23.62;-46.60;2;0;0;0;0;0;0;1;1;3;60;400000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;54.03;390000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;2;70.15;620000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;2;163.39;678000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;70.15;724000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;2;70.15;600000
-23.63;-46.62;2;1;1;1;1;1;1;1;1;2;57.05;370000
-23.63;-46.62;2;1;1;1;1;1;1;1;1;2;57.05;407000
-23.63;-46.62;2;1;1;1;1;1;0;1;0;0;70.02;480000
-23.63;-46.62;2;1;1;1;1;1;0;1;0;0;70.02;515000
-23.63;-46.62;2;1;1;1;1;1;0;2;1;3;70.02;520000
-23.63;-46.62;2;1;1;1;1;1;1;1;0;0;57.05;347000
-23.63;-46.62;2;1;1;1;1;1;1;1;0;2;57.05;350000
-23.63;-46.62;2;1;0;1;1;1;0;1;0;2;50;296800
-23.65;-46.62;2;0;0;1;1;1;1;1;0;2;78.52;211000
-23.63;-46.62;2;0;0;1;1;1;1;1;0;2;49.86;225000
-23.63;-46.62;2;1;0;1;1;1;1;1;0;2;49.86;300000
-23.63;-46.62;2;1;1;1;1;1;1;1;1;2;57.05;300000
-23.62;-46.63;2;1;1;1;1;1;0;2;0;0;96.23;845000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;3;75.54;625000
-23.62;-46.64;2;1;1;0;1;1;1;1;0;2;55.31;380000
-23.62;-46.63;2;0;1;1;1;1;1;2;1;3;83.47;724000
-23.62;-46.63;2;0;0;1;1;1;1;1;0;2;84.08;460000
-23.62;-46.63;2;0;1;1;1;1;1;2;1;3;83.47;650000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;80.87;722000
-23.62;-46.64;2;1;1;1;1;1;1;0;1;3;95.25;583479
-23.62;-46.63;2;1;1;1;1;1;1;3;1;3;95.25;906000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;95.57;854000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;95.25;745000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;95.57;769000
-23.62;-46.63;2;1;1;0;1;1;1;2;0;3;95.57;810000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;2;119.56;835000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;2;95.57;780000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;63.23;555000
-23.62;-46.63;2;0;1;1;1;1;1;2;1;2;63.23;580000
-23.62;-46.63;2;0;0;1;1;1;0;1;0;2;59.09;396000
-23.62;-46.63;2;1;1;1;1;1;0;1;0;2;59.99;500000
-23.62;-46.63;2;1;1;0;1;0;1;1;0;0;50;445000
-23.62;-46.63;2;0;1;1;1;1;0;1;0;2;59.09;370000
-23.62;-46.63;2;1;1;1;1;1;1;1;0;2;50;392000
-23.62;-46.63;2;0;1;1;1;1;1;1;0;2;59.09;420000
-23.62;-46.63;2;1;1;1;1;1;1;1;0;2;52;430000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;72.5;590000
-23.62;-46.63;2;0;1;1;1;1;1;1;0;3;126.59;659000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;3;72.5;569000
-23.62;-46.63;2;1;1;1;1;1;1;1;1;2;126.59;650000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;72.5;634000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;72.5;569000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;86.11;650000
-23.62;-46.63;2;1;1;1;1;1;1;2;0;0;86.11;590000
-23.62;-46.63;2;1;0;1;1;1;1;2;1;3;86.11;605000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;73.42;550000
-23.62;-46.63;2;0;0;1;0;1;0;1;1;2;61.86;442000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;3;73.42;527000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;3;86.11;555000
-23.62;-46.63;2;1;1;1;1;1;0;1;0;2;51.06;366250
-23.62;-46.63;2;1;1;0;1;1;0;1;1;3;93.6;600000
-23.62;-46.63;2;1;1;1;1;1;0;2;1;3;93.6;815000
-23.62;-46.63;2;1;1;0;1;1;0;1;0;2;51.8;382000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;61.04;530000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;60.73;490000
-23.62;-46.63;2;1;0;1;1;1;1;2;1;2;70.02;660000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;71.81;575000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;73.28;692000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;73.28;625000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;73.28;625000
-23.62;-46.63;2;1;1;1;0;1;1;2;1;3;110;850000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;59.75;480000
-23.62;-46.63;2;0;0;0;0;0;0;1;1;3;85.3;325000
-23.62;-46.63;2;1;1;1;1;1;0;1;0;0;73.28;600000
-23.62;-46.63;2;0;0;0;0;0;0;1;1;3;85.3;325000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;73.28;692000
-23.62;-46.63;2;0;1;1;1;1;1;2;1;3;136.42;945000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;60.91;560000
-23.62;-46.63;2;1;1;1;1;1;1;2;1;2;60.73;510000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;2;61.9;520700
-23.62;-46.63;2;0;1;1;1;1;1;1;0;0;66.47;360000
-23.62;-46.63;2;1;1;0;1;1;0;1;1;2;60.46;522000
-23.62;-46.63;2;1;1;0;1;1;0;1;1;2;60.46;506500
-23.62;-46.63;2;1;1;1;1;1;0;1;0;1;38.58;350000
-23.62;-46.63;2;1;1;0;0;1;0;1;0;1;38.56;380000
-23.62;-46.63;2;1;0;1;1;1;1;1;0;2;61.2;414000
-23.62;-46.63;2;0;0;1;0;1;0;1;0;2;61.2;350000
-23.62;-46.63;2;1;1;1;1;1;0;1;1;1;56.47;452000
-23.62;-46.63;2;0;0;0;1;1;0;1;0;2;63.87;378000
-23.37;-46.38;2;1;1;1;1;1;0;2;1;1;106.82;641000
-23.62;-46.63;2;0;0;0;1;1;0;1;0;1;40.16;265000
-23.62;-46.63;2;1;1;1;1;1;0;1;0;2;81.59;470000
-23.62;-46.63;2;0;1;0;1;1;0;1;1;2;67.35;465000
-23.62;-46.63;2;0;0;0;1;1;0;3;1;3;98.5;745000
-23.62;-46.63;2;1;1;1;1;0;0;1;0;1;27.14;230000
-23.62;-46.63;2;1;1;0;1;1;0;1;0;2;66.75;460000
-23.62;-46.63;2;1;1;0;1;1;1;1;0;2;66.75;400000
-23.62;-46.63;2;0;1;0;1;1;0;2;1;4;159.16;895000
-23.62;-46.63;2;0;1;0;1;1;0;2;1;4;159.16;880000
-23.62;-46.63;2;1;1;0;0;0;0;1;0;0;35.66;240000
-23.62;-46.63;2;1;1;0;1;0;0;1;0;2;48.23;400000
-23.62;-46.63;2;1;1;0;1;0;0;1;0;2;48.23;400000
-23.62;-46.63;2;1;0;1;1;1;0;1;1;2;63.2;440000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;91.6;700000
-23.62;-46.64;2;1;1;1;1;1;0;2;1;1;79.89;450000
-23.59;-46.74;2;1;1;1;1;1;1;1;1;2;59.29;490000
-23.63;-46.63;2;0;0;1;1;1;0;2;1;3;86;700000
-23.63;-46.63;2;1;0;0;1;1;0;1;0;2;65;470000
-23.63;-46.63;2;1;0;0;1;1;0;1;0;2;65;470000
-23.63;-46.63;2;1;0;0;1;1;0;1;0;2;65;470000
-23.63;-46.64;2;0;0;0;0;0;0;1;0;2;59.37;360000
-23.63;-46.64;2;0;0;0;1;1;0;1;0;3;65;400000
-23.63;-46.64;1;0;0;0;1;1;0;1;0;2;44.46;323000
-23.63;-46.64;2;0;0;0;1;1;0;1;0;2;64.26;395000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;66.67;526000
-23.63;-46.63;2;0;1;1;0;0;0;1;1;2;66.67;475000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;53.45;418200
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;123.87;525000
-23.63;-46.63;2;0;1;1;1;1;0;1;1;2;54.69;368000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;66.01;450000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;66.01;460000
-23.63;-46.63;2;0;1;1;1;1;1;1;0;2;53.45;385000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;3;66.66;465000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;66.67;440000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;3;66.01;460000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;3;66.01;460000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;3;66.66;465000
-23.63;-46.63;2;0;1;1;1;1;1;1;1;3;66.66;443000
-23.63;-46.64;2;1;1;1;1;1;1;1;1;2;56.45;408000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;115.39;465000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;66.66;445000
-23.63;-46.64;2;0;1;0;1;1;0;1;0;2;37.45;305000
-23.63;-46.64;2;0;0;0;1;1;0;1;1;2;53.42;430000
-23.63;-46.64;2;0;0;0;0;1;0;1;0;1;45.23;335000
-23.63;-46.64;2;0;0;0;0;1;0;1;0;1;45.23;335000
-23.63;-46.64;2;0;0;0;1;1;1;1;0;2;66.54;450000
-23.63;-46.63;2;1;0;1;1;1;0;1;0;2;51.32;410000
-23.63;-46.63;2;1;1;0;1;1;0;1;0;2;64.23;390000
-23.63;-46.63;2;0;1;1;1;1;1;1;0;2;67.18;400000
-23.63;-46.63;2;0;1;1;1;1;1;1;0;3;97.86;550000
-23.63;-46.62;2;0;0;0;1;0;0;0;0;1;30.09;160000
-23.63;-46.63;1;0;0;0;1;0;1;0;0;1;52.59;210000
-23.63;-46.62;2;0;0;0;0;0;0;0;0;2;52.59;237000
-23.65;-46.63;2;1;0;1;0;1;0;1;0;0;56.49;390000
-23.63;-46.63;2;0;0;1;1;1;0;1;0;2;56.49;410000
-23.63;-46.63;2;1;1;1;0;1;0;1;1;2;55.8;345000
-23.63;-46.63;2;1;0;1;1;1;0;1;0;2;59.32;347000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;105.45;390000
-23.64;-46.63;2;1;1;1;1;1;1;2;1;2;84.87;607000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;54.97;393000
-23.63;-46.63;1;0;0;0;1;1;0;1;0;2;59.32;360000
-23.63;-46.63;2;0;0;1;1;1;0;1;0;2;63.86;420000
-23.63;-46.63;2;1;0;1;1;1;1;100;0;2;56.49;379000
-23.63;-46.63;2;1;1;0;1;0;0;1;0;2;49.58;330000
-23.63;-46.63;1;0;0;0;1;1;0;1;0;2;55.35;300000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;48.62;310000
-23.64;-46.63;2;1;1;1;1;1;1;1;0;1;43.62;300000
-23.63;-46.63;2;1;1;1;1;1;1;2;2;3;106.26;800000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;2;65.04;370000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;2;65.03;395000
-23.64;-46.63;2;0;0;0;0;0;0;1;1;3;86.62;430000
-23.64;-46.63;1;1;0;1;1;1;0;1;0;3;86.62;447000
-23.63;-46.63;2;0;1;0;1;1;0;2;1;3;74.53;678633
-23.63;-46.64;2;1;1;1;1;1;0;1;1;2;57.73;460000
-23.63;-46.64;2;1;1;1;1;1;0;1;1;2;57.05;430000
-23.63;-46.63;2;1;1;0;1;1;0;3;1;3;145.02;942000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;69.6;565000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;73.36;528000
-23.63;-46.63;2;1;1;0;1;1;0;1;1;2;55.75;380000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;1;53.64;420000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;70.49;501000
-23.63;-46.63;2;1;1;0;1;1;0;1;1;2;55.75;380000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;70.49;433000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;70.49;510000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;73.36;582000
-23.63;-46.63;2;0;1;1;1;1;1;2;1;3;95.43;670000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;73.36;515000
-23.63;-46.63;2;1;1;1;0;1;0;1;1;2;70.49;525000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;70.49;511000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;92.39;745000
-23.63;-46.64;2;1;1;1;1;1;0;1;1;2;73.36;510000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;1;70.49;500000
-23.63;-46.63;2;1;1;1;1;1;0;2;2;2;92.39;740000
-23.63;-46.63;2;0;1;1;1;1;0;1;1;2;72.99;565000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;72.99;435000
-23.63;-46.63;2;1;1;0;1;1;0;1;1;2;111.57;392000
-23.63;-46.63;2;0;0;1;1;1;0;1;0;2;62.64;480000
-23.63;-46.63;2;1;1;1;1;1;0;1;0;2;161.87;603000
-23.63;-46.63;2;1;1;1;1;1;0;2;1;3;92.39;700000
-23.63;-46.63;2;1;1;1;1;1;0;2;1;3;92.39;620000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;69.6;490000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;92.39;750000
-23.63;-46.63;2;0;1;1;1;1;0;1;1;2;72.99;565000
-23.63;-46.63;2;1;1;1;0;1;0;1;1;2;70.49;525000
-23.63;-46.63;2;0;0;0;0;0;0;1;1;2;69;605000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;61.64;480000
-23.63;-46.63;1;0;1;0;1;1;0;2;1;2;60;502000
-23.63;-46.63;2;1;1;1;1;1;0;2;1;3;100.02;600000
-23.63;-46.63;2;1;0;0;1;0;0;1;1;2;58.72;420000
-23.63;-46.63;2;1;1;1;1;1;1;1;0;2;49.57;385000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;58.98;450000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;88.28;520000
-23.63;-46.63;2;1;0;1;1;1;0;1;0;2;49.57;410000
-23.63;-46.63;2;1;1;1;1;1;1;1;0;2;49.57;420000
-23.63;-46.63;2;1;1;1;1;1;1;1;0;2;49.86;450000
-23.63;-46.63;2;1;1;1;1;1;1;1;0;2;50.68;430500
-23.63;-46.63;2;1;1;1;1;1;1;1;1;3;115.82;769000
-23.64;-46.63;2;0;1;0;1;1;0;1;1;2;61.1;361000
-23.64;-46.63;2;1;1;1;1;1;0;1;1;2;61.1;458000
-23.63;-46.63;2;0;1;0;1;1;1;1;0;2;58.3;355000
-23.63;-46.63;2;1;1;1;1;1;0;2;1;2;54.03;380000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;2;54.03;340000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;53.41;340000
-23.63;-46.63;2;1;1;1;1;1;0;2;1;2;54.03;360000
-23.64;-46.63;1;0;1;1;1;1;1;1;1;2;58.3;297000
-23.64;-46.63;2;0;1;0;0;1;0;1;0;2;56.57;375000
-23.63;-46.63;2;1;1;1;1;1;1;1;1;2;54.03;320000
-23.63;-46.63;2;1;1;0;0;1;0;1;1;2;54.03;360000
-23.63;-46.63;1;1;1;1;1;1;1;2;1;2;54.03;450000
-23.63;-46.63;2;1;1;1;1;1;0;1;1;2;94.4;720000
-23.63;-46.63;2;1;1;1;0;1;0;2;1;3;127;910000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;185.08;715000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;127;945000
-23.64;-46.63;2;0;0;0;1;0;0;0;0;2;55;220000
-23.64;-46.63;2;1;1;0;1;1;0;2;0;2;86.86;600000
-23.64;-46.63;2;0;0;1;1;1;0;2;0;3;60.2;430000
-23.64;-46.63;2;0;0;0;1;1;0;1;0;1;44.46;252900
-23.64;-46.63;2;1;1;0;1;1;0;1;1;2;105.71;335000
-23.64;-46.63;2;1;1;0;1;1;0;1;1;2;52.65;300000
-23.63;-46.63;2;1;1;1;1;1;1;2;1;3;127;827000
-23.64;-46.63;2;1;1;1;0;1;1;1;1;3;67.74;450000
-23.64;-46.63;2;1;1;1;1;1;1;1;1;3;67.74;450000
-23.64;-46.63;2;1;1;1;1;1;1;1;1;3;67.74;460000
-23.64;-46.63;2;1;1;1;1;1;1;1;1;3;67.74;412000
-23.64;-46.63;2;1;0;1;1;1;0;1;1;3;61.57;350000
-23.64;-46.63;1;1;0;1;1;1;0;1;1;2;61.57;335000
-23.65;-46.63;2;1;1;0;1;1;0;1;0;2;60.49;315000
-23.64;-46.64;2;0;1;1;0;1;0;1;0;1;39.7;260000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;1;39.7;233244
-23.64;-46.64;2;0;1;0;1;1;0;1;0;0;39.02;270000
-23.64;-46.64;2;0;1;0;1;1;0;1;0;1;39.02;225000
-23.64;-46.64;2;0;1;0;1;1;0;1;0;1;39.02;254700
-23.64;-46.64;2;0;0;0;1;1;0;1;0;0;39.7;225000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;1;39.7;257000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;1;39.7;269000
-23.64;-46.64;2;0;0;1;1;1;0;1;0;3;82.8;375000
-23.64;-46.64;2;1;1;1;1;1;1;1;0;2;51.46;309000
-23.64;-46.64;2;0;0;0;1;1;0;0;0;1;42.12;225000
-23.64;-46.64;2;0;0;0;1;1;0;1;1;2;94.24;450000
-23.64;-46.64;2;0;0;0;1;1;0;1;0;1;41.36;265000
-65.92;-46.64;2;0;0;0;1;1;0;1;0;1;50.22;308000
-23.65;-46.63;1;0;0;0;0;1;0;1;0;1;50.47;225000
-23.65;-46.64;2;1;0;1;1;1;0;1;1;2;58.15;258906
-23.65;-46.64;2;0;0;0;1;1;0;1;0;2;58.15;270000
-23.65;-46.64;2;0;0;1;1;1;0;1;0;2;49.33;305000
